,itemId,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
802,039480001X,The Cat in the Hat,Dr. Seuss,1957,Random House Books for Young Readers,http://images.amazon.com/images/P/039480001X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.LZZZZZZZ.jpg
803,068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg
804,0393317552,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,1999,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393317552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393317552.01.LZZZZZZZ.jpg
805,0684853515,Hearts In Atlantis : New Fiction,Stephen King,1999,Scribner,http://images.amazon.com/images/P/0684853515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684853515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684853515.01.LZZZZZZZ.jpg
806,0375504397,Black House,Stephen King,2001,Random House Trade,http://images.amazon.com/images/P/0375504397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.LZZZZZZZ.jpg
807,0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books,http://images.amazon.com/images/P/0452283205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg
808,0316779237,Holidays on Ice : Stories,David Sedaris,1998,Back Bay Books,http://images.amazon.com/images/P/0316779237.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316779237.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316779237.01.LZZZZZZZ.jpg
809,0385421982,The Pelican Brief,JOHN GRISHAM,1992,Doubleday,http://images.amazon.com/images/P/0385421982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385421982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385421982.01.LZZZZZZZ.jpg
810,0875421180,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988,Llewellyn Publications,http://images.amazon.com/images/P/0875421180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.LZZZZZZZ.jpg
811,038072975X,Midnight Champagne : A Novel (Mysteries &amp; Horror),A. Manette Ansay,2000,Perennial,http://images.amazon.com/images/P/038072975X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038072975X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038072975X.01.LZZZZZZZ.jpg
812,014006690X,The Women of Brewster Place (Penguin Contemporary American Fiction Series),Gloria Naylor,1983,Penguin Books,http://images.amazon.com/images/P/014006690X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014006690X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014006690X.01.LZZZZZZZ.jpg
813,0451185560,Fear of Flying,Erica Jong,1996,Signet Book,http://images.amazon.com/images/P/0451185560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185560.01.LZZZZZZZ.jpg
814,0553250531,The Valley of Horses,JEAN M. AUEL,1984,Bantam,http://images.amazon.com/images/P/0553250531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.LZZZZZZZ.jpg
815,0553148001,The Clan of the Cave Bear : a novel,Jean M. Auel,1981,Bantam Books,http://images.amazon.com/images/P/0553148001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553148001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553148001.01.LZZZZZZZ.jpg
816,0440213525,The Client,John Grisham,1994,Dell Publishing Company,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg
817,0451188462,Desperation,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451188462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg
818,0441135560,Damia (Ace Science Fiction),Anne McCaffrey,1993,ACE Charter,http://images.amazon.com/images/P/0441135560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441135560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441135560.01.LZZZZZZZ.jpg
819,0811807282,The Secret Language of Dreams: A Visual Key to Dreams and Their Meanings,David Fontana,1994,Chronicle Books,http://images.amazon.com/images/P/0811807282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811807282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811807282.01.LZZZZZZZ.jpg
820,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg
821,0671028367,Deadly Decisions,Kathy Reichs,2001,Pocket Books,http://images.amazon.com/images/P/0671028367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671028367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671028367.01.LZZZZZZZ.jpg
822,0440111811,Changes,Danielle Steel,1984,Dell,http://images.amazon.com/images/P/0440111811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440111811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440111811.01.LZZZZZZZ.jpg
823,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg
824,0679448594,Primary Colors: A Novel of Politics,Anonymous,1996,Random House Inc,http://images.amazon.com/images/P/0679448594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679448594.01.LZZZZZZZ.jpg
825,0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg
826,0446613436,The Guardian,Nicholas Sparks,2004,Warner Books,http://images.amazon.com/images/P/0446613436.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446613436.01.LZZZZZZZ.jpg
827,0449006530,Midnight Voices,JOHN SAUL,2003,Ballantine Books,http://images.amazon.com/images/P/0449006530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006530.01.LZZZZZZZ.jpg
828,0440221315,The Gift,DANIELLE STEEL,1996,Dell,http://images.amazon.com/images/P/0440221315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg
829,0446527785,A Bend in the Road,Nicholas Sparks,2001,Warner Books,http://images.amazon.com/images/P/0446527785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527785.01.LZZZZZZZ.jpg
830,0312272057,Dry: A Memoir,Augusten Burroughs,2003,St. Martin's Press,http://images.amazon.com/images/P/0312272057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312272057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312272057.01.LZZZZZZZ.jpg
831,042518336X,American Fuji,Sara Backer,2002,Berkley Publishing Group,http://images.amazon.com/images/P/042518336X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042518336X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042518336X.01.LZZZZZZZ.jpg
832,0613329740,Quidditch Through the Ages,J. K. Rowling,2001,Sagebrush Education Resources,http://images.amazon.com/images/P/0613329740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613329740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613329740.01.LZZZZZZZ.jpg
833,0613325419,Fantastic Beasts and Where to Find Them,J. K. Rowling,2001,Sagebrush Bound,http://images.amazon.com/images/P/0613325419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0613325419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0613325419.01.LZZZZZZZ.jpg
834,0836218353,Yukon Ho!,Bill Watterson,1989,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218353.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218353.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218353.01.LZZZZZZZ.jpg
835,0836204387,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,1995,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836204387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836204387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836204387.01.LZZZZZZZ.jpg
836,0064407055,Ella Enchanted (Trophy Newbery),Gail Carson Levine,1998,HarperTrophy,http://images.amazon.com/images/P/0064407055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407055.01.LZZZZZZZ.jpg
837,0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam,http://images.amazon.com/images/P/0553262505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553262505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553262505.01.LZZZZZZZ.jpg
838,0689710887,Greenwitch,Susan Cooper,1986,Simon Pulse,http://images.amazon.com/images/P/0689710887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710887.01.LZZZZZZZ.jpg
839,0689710879,The Dark Is Rising,Susan Cooper,1986,Simon Pulse,http://images.amazon.com/images/P/0689710879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689710879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689710879.01.LZZZZZZZ.jpg
840,0020427859,"Over Sea, Under Stone",Susan Cooper,1989,Simon Pulse,http://images.amazon.com/images/P/0020427859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020427859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020427859.01.LZZZZZZZ.jpg
841,0316107018,"Politically, Fashionably, and Aerodynamically Incorrect: The First Outland Collection",Berkeley Breathed,1992,Little Brown &amp; Co,http://images.amazon.com/images/P/0316107018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316107018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316107018.01.LZZZZZZZ.jpg
842,0316096199,Lucky : A Memoir,Alice Sebold,2002,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg
843,081296683X,Girls' Poker Night: A Novel,Jill Davis,2003,Random House Trade,http://images.amazon.com/images/P/081296683X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/081296683X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/081296683X.01.LZZZZZZZ.jpg
844,0671864173,WAITING TO EXHALE,Terry McMillan,1993,Pocket,http://images.amazon.com/images/P/0671864173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671864173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671864173.01.LZZZZZZZ.jpg
845,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg
846,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg
847,0446607193,Unspeakable,Sandra Brown,1999,Warner Books,http://images.amazon.com/images/P/0446607193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg
848,0671705091,A Knight in Shining Armor,Jude Deveraux,1990,Pocket,http://images.amazon.com/images/P/0671705091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671705091.01.LZZZZZZZ.jpg
849,0373484003,Irish Hearts,Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg
850,1558747109,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",Jack Canfield,1999,Health Communications,http://images.amazon.com/images/P/1558747109.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747109.01.LZZZZZZZ.jpg
851,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway,http://images.amazon.com/images/P/0767905385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg
852,0671793551,"A Fever in the Heart : Ann Rule's Crime Files, Volume III",Ann Rule,1996,Pocket,http://images.amazon.com/images/P/0671793551.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671793551.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671793551.01.LZZZZZZZ.jpg
853,0440211263,Circle of Friends,Maeve Binchy,1991,Dell,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg
854,0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg
855,0767900383,Under the Tuscan Sun,Frances Mayes,1997,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg
856,0425178951,Deep South,Nevada Barr,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178951.01.LZZZZZZZ.jpg
857,0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner,http://images.amazon.com/images/P/0684865742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg
858,0671034006,Heartbreaker,Julie Garwood,2001,Pocket,http://images.amazon.com/images/P/0671034006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671034006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671034006.01.LZZZZZZZ.jpg
859,0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg
860,0836218221,The Authoritative Calvin and Hobbes (Calvin and Hobbes),Bill Watterson,1990,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218221.01.LZZZZZZZ.jpg
861,0452278902,The Green Mile: The Complete Serial Novel,Stephen King,1997,Plume Books,http://images.amazon.com/images/P/0452278902.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452278902.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452278902.01.LZZZZZZZ.jpg
862,074343627X,Dreamcatcher,Stephen King,2001,Pocket,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg
864,1558747699,Chicken Soup for the Writer's Soul : Stories to Open the Heart and Rekindle the Spirit of Writers (Chicken Soup for the Soul),Jack Canfield,2000,Health Communications,http://images.amazon.com/images/P/1558747699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747699.01.LZZZZZZZ.jpg
865,067102423X,Bag of Bones,Stephen King,1999,Pocket,http://images.amazon.com/images/P/067102423X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg
866,0345334531,Feast of All Saints,Anne Rice,1986,Ballantine Books,http://images.amazon.com/images/P/0345334531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345334531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345334531.01.LZZZZZZZ.jpg
867,0399143947,Point of Origin,Patricia Daniels Cornwell,1998,Putnam Pub Group,http://images.amazon.com/images/P/0399143947.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399143947.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399143947.01.LZZZZZZZ.jpg
868,0440237262,The Program,Stephen White,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440237262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440237262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440237262.01.LZZZZZZZ.jpg
869,0486264785,The Importance of Being Earnest (Dover Thrift Editions),Oscar Wilde,1990,Dover Publications,http://images.amazon.com/images/P/0486264785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486264785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486264785.01.LZZZZZZZ.jpg
870,0060809833,Brave New World,Aldous Huxley,1989,Harpercollins,http://images.amazon.com/images/P/0060809833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809833.01.LZZZZZZZ.jpg
871,0156711427,A Passage to India,E.M. Forster,1965,Harvest Books,http://images.amazon.com/images/P/0156711427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156711427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156711427.01.LZZZZZZZ.jpg
872,0553268880,The Prince of Tides,Pat Conroy,1987,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg
873,0446521582,The Honk and Holler Opening Soon,Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446521582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446521582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446521582.01.LZZZZZZZ.jpg
874,0316666009,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,http://images.amazon.com/images/P/0316666009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666009.01.LZZZZZZZ.jpg
875,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books,http://images.amazon.com/images/P/0345391810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391810.01.LZZZZZZZ.jpg
876,0671516922,Trust Me,Jayne Ann Krentz,1995,Pocket,http://images.amazon.com/images/P/0671516922.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671516922.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671516922.01.LZZZZZZZ.jpg
877,0140431357,Tess of the D'Urbervilles (Penguin Classics),Thomas Hardy,1978,Penguin Books,http://images.amazon.com/images/P/0140431357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140431357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140431357.01.LZZZZZZZ.jpg
878,0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446611867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.LZZZZZZZ.jpg
879,0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,Delta,http://images.amazon.com/images/P/0385336179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg
880,060980619X,God Save the Sweet Potato Queens,JILL CONNER BROWNE,2001,Three Rivers Press,http://images.amazon.com/images/P/060980619X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/060980619X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/060980619X.01.LZZZZZZZ.jpg
881,0373483880,The Macgregors: Serena - Caine (The Macgregors),Nora Roberts,1998,Silhouette,http://images.amazon.com/images/P/0373483880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373483880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373483880.01.LZZZZZZZ.jpg
882,0061042005,Suddenly,Barbara Delinsky,1994,HarperTorch,http://images.amazon.com/images/P/0061042005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061042005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061042005.01.LZZZZZZZ.jpg
883,0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg
884,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books,http://images.amazon.com/images/P/0452268060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452268060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452268060.01.LZZZZZZZ.jpg
885,044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
886,0312050631,Confessions of a Failed Southern Lady,Florence King,1990,St. Martin's Press,http://images.amazon.com/images/P/0312050631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312050631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312050631.01.LZZZZZZZ.jpg
887,0142002267,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,2002,Penguin Books,http://images.amazon.com/images/P/0142002267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142002267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142002267.01.LZZZZZZZ.jpg
888,0842329277,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842329277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329277.01.LZZZZZZZ.jpg
889,0440439884,Island of the Blue Dolphins,SCOTT O'DELL,1971,Random House Children's Books,http://images.amazon.com/images/P/0440439884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440439884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440439884.01.LZZZZZZZ.jpg
890,059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T),http://images.amazon.com/images/P/059030271X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059030271X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059030271X.01.LZZZZZZZ.jpg
891,0345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339738.01.LZZZZZZZ.jpg
892,0446679593,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books,http://images.amazon.com/images/P/0446679593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446679593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446679593.01.LZZZZZZZ.jpg
893,0886774268,"Magic's Price (The Last Herald-Mage Series, Book 3)",Mercedes Lackey,1994,Daw Books,http://images.amazon.com/images/P/0886774268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774268.01.LZZZZZZZ.jpg
894,0886773520,"Magic's Pawn (The Last Herald-Mage Series, Book 1)",Mercedes Lackey,1994,Daw Books,http://images.amazon.com/images/P/0886773520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886773520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886773520.01.LZZZZZZZ.jpg
895,0886774012,"Magic's Promise (The Last Herald-Mage Series, Book 2)",Mercedes Lackey,1994,Daw Books,http://images.amazon.com/images/P/0886774012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774012.01.LZZZZZZZ.jpg
896,0679417796,The Alienist,Caleb Carr,1994,Random House,http://images.amazon.com/images/P/0679417796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679417796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679417796.01.LZZZZZZZ.jpg
897,1573225517,High Fidelity,Nick Hornby,1996,Riverhead Books,http://images.amazon.com/images/P/1573225517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225517.01.LZZZZZZZ.jpg
